제품명,효능
맨담록소탑플라스타(록소프로펜나트륨수화물),"다음 질환 및 증상의 진통·소염(항염) : 퇴행성관절염(골관절염), 근육통, 외상(상처)후의 종창(부기), 통증"
맨담록소펜카타플라스마(록소프로펜나트륨수화물),"다음 질환 및 증상의 진통·소염: 퇴행성관절염(골관절염), 근육통, 외상[상처]후의 종창[부기], 통증"
맨담이부쿨플라스타(이부프로펜),"다음 질환 및 증상의 진통·소염(항염): 골관절염, 어깨관절주위염, 건.건초염(힘줄염.힘줄윤활막염), 건주위염(힘줄주위염), 상과염(테니스 엘보우 등), 근육통, 외상후의 종창(부기).동통(통증)"
맨담케토쿨카타플라스마(케토프로펜),"다음 질환 및 증상의 진통ㆍ소염[항염] : 퇴행성관절염(골[뼈]관절염), 어깨관절주위염, 건ㆍ건초염[힘줄염ㆍ힘줄윤활막염], 건[힘줄]주위염, 상완골[위팔뼈]상과염(테니스 엘보우 등), 근육통, 외상[상처]후의 종창[부기]ㆍ동통[통증]"
맨담케토플라스타(케토프로펜),"다음 질환 및 증상의 진통ㆍ소염[항염] : 퇴행성관절염(골[뼈]관절염), 어깨관절주위염, 건ㆍ건초염[힘줄염ㆍ힘줄윤활막염], 건[힘줄]주위염, 상완골[위팔뼈]상과염(테니스 엘보우 등), 근육통, 외상[상처]후의 종창[부기]ㆍ동통[통증]"
맨담펠비낙첩부제,"다음 질환 및 증상의 진통·소염[항염] : 퇴행성관절염(골관절염), 어깨관절주위염, 건염[힘줄염]•건초염[힘줄윤활막염], 건주위염, 상완골[위팔뼈]상과염(테니스 엘보우 등), 근육통, 외상[상처]후의 종창[부기]•동통[통증]"
맨담플루비플라스타(플루르비프로펜),"다음 질환 및 증상의 진통, 소염 - 퇴행성관절염(골[뼈]관절염), 어깨관절주위염, 건ㆍ건초염[힘줄ㆍ힘줄 윤활막염], 상완골[위팔뼈]상과염 (테니스엘보우 등), 근육통, 외상[상처]후의 종창[부기] ㆍ동통[통증]"
맨질크림(우레아),"진행성 지장각피증(주부습진의 건조형), 손ㆍ발바닥 각피증, 어린선(魚鱗蘚), 노인성 건피증, 모공성 태선, 아토피피부"
맨포스5000액(L-아스파르트산-L-아르기닌),- 정신적·신체적 기능무력 증상의 보조요법 - 회복기간(아미노산 결핍상태) 동안의 보조요법
맨포스액(L-아스파르트산-L-아르기닌)(수출용),"정신적-신체적 기능무력 증상(피로, 집중력 장애)"
맨포틴정(트리메부틴말레산염)(수출용),"1) 식도역류 및 열공헤르니아, 위·십이지장염, 위·십이지장궤양에 있어서의 소화기능 이상(복통, 소화불량, 구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환: 습관성 구토, 비감염성 장관통과장애(변비, 설사), 동요자극, 수면장애"
머슬렌정,"1) 두통, 치통, 발치후 동통(통증), 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상통의 진통 2) 오한, 발열시의 해열"
머슬린액(시트룰린말산염),기능 무력증의 보조치료
머슬온연질캡슐,"1. 다음 경우의 비타민 E, B1, B2, B6의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증(손발이 차가움) ㆍ다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ㆍ각기, 눈의 피로 2. 마그네슘결핍으로 인한 근육경련"
머슬펜에프정,"1) 두통, 치통, 발치후 동통(통증), 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상통의 진통 2) 오한, 발열시의 해열"
머시론정,피임
멀리가시럽,멀미에 의한 어지러움.구토.두통의 예방 및 완화
멀스토구강용해필름(메클리진염산염수화물),멀미에 의한 어지러움ㆍ구역ㆍ구토의 예방 및 완화
멀티브큐골드정,"○ 다음 경우의 비타민  A, D, E, B1, B2, B6, C의 보급 ○ 철 결핍성 빈혈의 예방 및 치료 ○ 아연의 보급"
멀티블루에프정,"1. 다음경우의 비타민 B1, B6의 보급 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. 3. 아연의 보급 4. 셀레늄의 보급"
멀티속정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
멀티아민정,"자양강장, 허약체질, 육체피로, 병중병후, 위장장해, 영양장해, 발열성소모질환, 임신수유기 등의 경우의 영양보급."
멀티원딥정,"1. 다음경우의 비타민 B1, B6의 보급 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. 3. 아연의 보급"
멀티큐텐플러스정,"1. 다음 경우의 비타민 A, D, E, B1, B2, B6, C의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. ․ 눈의 건조감의 완화 ․ 야맹증(밤에 잘 못보는 증상) ․ 뼈, 이의 발육불량 ․ 구루병의 예방 ․ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) ․ 각기 ․ 눈의 피로 ․ 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 2. 아연의 보급"
메가600정,- 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.
메가골드백정,"1. 다음경우의 비타민 (B1, B2, B6, C)의 보급 - 육체피로 - 임신 · 수유기 - 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하시 2. 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 각기, 눈의 피로 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 3. 아연의 보급"
메가골드비타정,"- 육체피로 - 임신 · 수유기 - 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통,어깨결림 등), 구각염(입꼬리염),구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기 - 눈의피로"
메가골드플러스정,"1. 다음경우의 비타민 D, B1, B2,B6의 보급 - 육체피로 - 임신⦁수유기 - 병중⦁병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) - 각기 - 눈의피로"
메가바이정,"- 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다."
메가백정,"○ 다음 경우의 비타민 (B1, B2, B6)의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하 시 - 이 약에 함유된 비타민 등의 효능· 효과는 다음과 같다. ㆍ비타민B1(“티아민염산염”) ㆍ다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) ㆍ각기 ㆍ눈의피로 ㆍ비타민B2(“리보플라빈”) 및 비타민B6(“피리독신염산염”) ㆍ다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
메가벤비타정,비타민 B1 및 B6 결핍으로 인한 신경계 질환
메가벤포큐정,"○ 다음 경우의 비타민 B1, B2,B6, C, D, E 의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하 시 - 발육기 - 노년기 ○ 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 뼈, 이의 발육불량 - 구루병의 예방 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염),구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기 - 눈의 피로 ○ 아연의 보급"
메가본정,"1. 다음경우의 비타민 B1, B2, B6, C 의 보급 - 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) - 각기, 눈의피로 - 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
메가비액티브정,"- 육체피로 - 임신•수유기 - 병중•병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 뼈, 이의 발육불량 - 구루병의 예방 - 각기 - 눈의 피로 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
메가비콤정,"○ 다음 경우의 비타민 B1, B2, B6, C의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민의 효능·효과는 다음과 같다. 1) 비타민B1(티아민질산염) · 다음 증상의 완화: 신경통, 근육통, 관절통(요통, 어깨결림 등) · 각기 · 눈의피로 2) 비타민B2(리보플리빈), 비타민B6(피리독신염산염) · 다음 증상의 완화: 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
메가비텐액티브정,"- 육체피로 - 임신 · 수유기 - 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 뼈, 이의 발육불량 - 구루병의 예방 - 각기 - 눈의피로 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리) 통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술 염), 구내염(입안염), 설염(혀염), 습진, 피부염"
메가비텐정,"○ 다음경우의 비타민 B1, B2, B6, C, D, E의 보급 - 육체피로, 임신‧수유기, 병중‧병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기 - 이 약에 함유된 비타민 등의 효능‧효과는 다음과 같다. ‧다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬 리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염, ‧각기‧눈의 피로 · 뼈, 이의 발육불량 · 구루병의 예방 ○ 아연의 보급"
메가비텐프리미엄정,"- 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 뼈, 이의 발육불량 - 구루병의 예방 - 각기 - 눈의 피로 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
메가삼백정,비타민 B1및 B6결핍으로 인한 신경계 질환
메가센타액,"자양강장, 허약체질, 육체피로, 병후의 체력저하, 식욕부진, 영양장애, 발열성ㆍ소모성 질환"
메가엑트액(시트룰린말산염),기능 무력증의 보조치료
메가원정,"○ 다음 경우의 비타민 E, B1, B2, B6, C의 보급 - 육체피로 - 임신‧수유기 - 병중‧병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능‧효과는 다음과 같다. 1. 비타민B1(벤포티아민) · 다음 증상의 완화: 신경통, 근육통, 관절통(요통, 어깨결림 등) · 각기 · 눈의 피로 2. 비타민B2(리보플라빈), 비타민B6(피리독신염산염) · 다음 증상의 완화: 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 아연의 보급"
메가원플러스정,"- 육체피로 - 임신·수유기 - 병중·병후 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. • 뼈, 이의 발육불량 • 구루병의 예방 • 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 • 각기 • 눈의피로"
메가케토겔(피록시캄),"다음 질환 및 증상의 진통ㆍ소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통(근염, 근막염 등), 외상후의 종창ㆍ동통 퇴행성관절염(골관절염), 건초염, 근육통, 골관절통, 외상후 동통 및 골절치유후의 동통"
메가콘600정,"1. 다음경우의 비타민 D, B1, B2,B6의 보급 - 육체피로 - 임신ᆞ수유기 - 병중ᆞ병후(병을 앓는 동안이나 회복 후)의 체력저하 시 - 발육기 - 노년기 2. 이 약에 함유된 비타민 등의 효능ᆞ효과는 다음과 같다. - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) - 각기 - 눈의 피로"
메가콘로엠정,"1. 다음경우의 비타민 D, B1의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 2. 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. ￭ 비타민 D(콜레칼시페롤과립) - 뼈, 이의 발육불량 - 구루병의 예방 ￭ 비타민B1(티아민질산염) - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통(허리), 어깨결림 등) - 각기 - 눈의피로"
메가콘벤800정,"1) 육체피로 2) 임신 수유기, 3) 병중 병후(병을 앓는 동안이나 회복 후)의 체력저하 4) 이 약에 함유된 비타민 등의 효능효과는 다음과 같다. - 비타민B1(벤포티아민), 비타민B6(피리독신염산염) : 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
메가콘사민-에프연질캡슐,"다음 경우의 비타민(E, B1, B2, B6)의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. • 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증(손발이 차가움) • 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) • 각기 • 눈의 피로 • 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
