품목기준코드,제품명,제품영문명,업체명,업체영문명,주성분,첨가제,품목분류,전문의약품,주성분영문,효능
202302690,세롤진정,Serolzin Tabs.,주식회사 노바엠헬스케어,"Nova M Healthcare Co.,Ltd",산화아연/농축콜레칼시페롤/아셀렌산나트륨오수화물,"미결정셀룰로오스,히프로멜로오스,유당수화물,이산화규소,산화티탄,폴리에틸렌글리콜6000,스테아르산마그네슘,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,Zinc Oxide/Cholecalciferol Concentrate/Sodium Selenite Pentahydrate,"○ 아연의 보급 ○ 다음 경우의 비타민 D의 보급 - 임신․수유기 - 발육기 - 노년기 ○ 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. - 뼈, 이의 발육불량 - 구루병의 예방"
200001595,세르나크림,Sema Cream,진양제약(주),"JINYANG PHARM CO.,LTD.",베타메타손발레레이트/겐타마이신황산염,"프로필렌글리콜,메틸파라벤,에데트산나트륨수화물,프로필파라벤,세탄올,폴리소르베이트60,스테아릴알코올,소르비탄스테아레이트,경질유동파라핀,정제수",,일반의약품,Betamethasone Valerate/Gentamicin Sulfate,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증) - 1도 화상"
200002787,세르비아캡슐(엔테로코쿠스페슘스트레인세르넬레68균),Servia Cap.,(주)테라젠이텍스,"THERAGEN ETEX CO., LTD.",엔테로코쿠스페슘스트레인세르넬레68균ME,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,캡슐제,전분글리콜산나트륨",,일반의약품,Enterococcus Faecium (Strain: Cernelle 68),"장내균총 이상(항생물질, 화학요법제 투여 등)에 의한 여러 증상의 개선 : 정장, 변비, 묽은 변, 복부팽만감, 장내이상발효"
202303056,세리진정(세티리진염산염),Cerizin Tab.(cetirizine hydrochloride),메딕스제약(주),"Medix Pharm. CO.,LTD",세티리진염산염,"탭쉴드흰색(11W287),미결정셀룰로오스,유당수화물,포비돈,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨",,일반의약품,Cetirizine Hydrochloride,"1. 계절성 및 다년성 알레르기성 비염(코염), 알레르기성 결막염, 만성 특발성(원인 불명의) 두드러기, 피부가려움증 2. 습진, 피부염(하이드로코티손 외용제와 병용(함께복용(사용))"
200400641,세리펙에스정,Seripek S Tab.,(주)마더스제약,MOTHER'S PHARMACEUTICAL.,클로르페니라민말레산염/페닐레프린염산염/카페인무수물/dl-메틸에페드린염산염/글리시리진산,"히프로멜로오스2910,유당수화물,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,경질무수규산,탤크,황색5호알루미늄레이크,히드록시프로필셀룰로오스",,일반의약품,Chlorpheniramine Maleate/Phenylephrine Hydrochloride/Anhydrous Caffeine/DL-Methylephedrine Hydrochloride/Glycyrrhizic Acid,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리 무거움"
200600468,세린드연고,Celind Oint.,신일제약(주),Sinil Pharm,히드로코르티손아세테이트/디펜히드라민염산염/산화아연,"프로필렌글리콜,이소프로필미리스테이트,트롤아민,클로로크레솔,세탄올,옥틸도데실미리스테이트,친유형글리세릴스테아레이트,폴리소르베이트60,스테아릴알코올,경질유동파라핀,백색바셀린,소르비탄스테아레이트,농글리세린,정제수",,일반의약품,Hydrocortisone Acetate/Diphenhydramine Hydrochloride/Zinc Oxide,"습진, 땀띠, 피부 가려움, 알레르기 피부질환, 화상, 동상"
200002386,세미론정,Semiron Tab.,오스틴제약(주),"Austin pharm.co.,Ltd",판크레아틴/우담즙건조엑스/디메티콘/헤미셀룰라제,"폴리에틸렌글리콜 6000,미결정셀룰로오스,산화티탄,콜로이드성이산화규소,크로스카멜로오스나트륨,스테아르산마그네슘,탤크,히프로멜로오스프탈레이트,청색 1호,히드록시프로필셀룰로오스,황색 203호",,일반의약품,Pancreatin/Ox Bile Dried Extract/Dimethicone/Hemicellulase,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
201504721,세브론과립(아세틸시스테인),Sebron Granule,(주)서울제약,"Seoul Pharma Co.,Ltd",아세틸시스테인,"저치환도히드록시프로필셀룰로오스,크로스카르멜로오스나트륨,레몬향 코톤,딸기향코톤,에데트산나트륨수화물,분말백당,적색40호,수크랄로오스",,일반의약품,Acetylcysteine,"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
200302275,"세브론시럽(아세틸시스테인)(수출명:뮤시스틴시럽,스파탐시럽)",Sebron Syrup,(주)서울제약,"Seoul Pharma Co.,Ltd",아세틸시스테인,"수산화나트륨,메틸파라벤,메론후레바,백당,프로필파라벤,에데트산나트륨수화물,에탄올(95),효소처리스테비아,정제수",,일반의약품,Acetylcysteine,"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
199903649,세브론캡슐(아세틸시스테인),Sebron Cap.,(주)서울제약,"Seoul Pharma Co.,Ltd",아세틸시스테인,"히프로멜로오스,아스파탐,바나나미크론,스테아르산마그네슘,무수유당,전분글리콜산나트륨,아스코르브산나트륨,상부 청색, 하부 백색 경질캡슐",,일반의약품,Acetylcysteine," 다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
202008345,세비안관류제(염화나트륨),SeBiAn Irrigation(Sodium Chloride),(주)휴온스,"Huons Co., Ltd.",염화나트륨,주사용수,,일반의약품,Sodium Chloride,"1. 관류 2. 피부, 창상(상처)면, 점막의 세정, 습포(적셔서 대는 것) 3. 함수(양치질), 분무흡입제로서 점막세정, 객담(가래)배출 촉진 4. 의료용구의 세정"
202100690,세비타비겔(니코틴산아미드),bavitockgel,동화약품(주),"Dongwha Pharm. Co., Ltd.",니코틴산아미드,"카보머인터폴리머,메틸파라벤,에데트산나트륨수화물,프로필파라벤,정제수",,일반의약품,Nicotinamide,경증 내지 중등증의 염증성 여드름의 국소치료
200003152,세스틴크림,Cestin Cream,(주)한국파비스제약,"Pharvis Korea co., Ltd.",베타메타손발레레이트/겐타마이신황산염,"트롤아민,메틸파라벤,프로필파라벤,세토스테아릴알코올,유동파라핀,마크로골세토스테아릴에테르,백색바셀린,정제수",,일반의약품,Betamethasone Valerate/Gentamicin Sulfate,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉 피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 - 1도 화상"
202001477,세시텐캡슐(아세틸시스테인),Cecyten cap.,엔비케이제약(주),"Neo Bio Korea Pharm. Co., Ltd",아세틸시스테인,"페퍼민트향분말(RFA-05128),유당수화물,스테아르산마그네슘,옥수수전분,캡슐",,일반의약품,Acetylcysteine,"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
201906975,세타펜8시간이알서방정650밀리그램(아세트아미노펜),Cetaphen 8hr ER Tab. 650mg,(주)보령바이오파마,"Boryung Biopharma Co, Ltd.",아세트아미노펜,"탭쉴드흰색 11W001,미결정셀룰로오스,스테아르산마그네슘,포비돈,전호화전분,옥수수전분,전분글리콜산나트륨,히드록시에틸셀룰로오스,히드록시프로필셀룰로오스",,일반의약품,Acetaminophen,"해열 및 감기에 의한 동통(통증)과 두통, 치통, 근육통, 허리동통(통증), 생리통, 관절통의 완화"
200200662,세토펜8시간이알서방정(아세트아미노펜),Setopen 8 hours ER Tab.,삼아제약(주),"SAMA PHARM Co., LTD.",아세트아미노펜,"저치환도히드록시프로필셀룰로오스,크로스포비돈,히프로멜로오스,유당수화물,이산화규소,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,콜로이드성이산화규소,탤크,전분글리콜산나트륨,루디프레스,히드록시프로필셀룰로오스",,일반의약품,Acetaminophen,"해열 및 감기에 의한 동통(통증)과 두통, 치통, 근육통, 허리동통(통증), 생리통, 관절통의 완화"
201308957,세토펜건조시럽(아세트아미노펜),Setopen Dry Syrup,삼아제약(주),"SAMA PHARM Co., LTD.",아세트아미노펜,"바닐라향코튼,시트르산,아스파탐,수크랄로스,포비돈,콜로이드성이산화규소,효소처리스테비아,딸기향코튼,D-만니톨,아세설팜칼륨",,일반의약품,Acetaminophen,"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
199300891,세토펜정(아세트아미노펜),Setopen Tab.,삼아제약(주),"SAMA PHARM Co., LTD.",아세트아미노펜,"미결정셀룰로오스,아스파탐,암모니오메타크릴레이트공중합체,콜로이드성이산화규소,스테아르산마그네슘,딸기향코튼,D-만니톨,루디프레스,시트르산트리에틸",,일반의약품,Acetaminophen,"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
199800888,세토펜현탁액(아세트아미노펜),Setopen Suspension,삼아제약(주),"SAMA PHARM Co., LTD.",아세트아미노펜,"프로필렌글리콜,벤조산나트륨,시트르산수화물,부틸파라벤,핑크분말디비,미결정셀룰로오스·카르복시메틸셀룰로오스나트륨,수크랄로스,말티톨시럽,에데트산나트륨수화물,잔탄검,효소처리스테비아,체리향,D-소르비톨액,아세설팜칼륨,농글리세린,정제수",,일반의약품,Acetaminophen,"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
201507229,세티레인캡슐200mg(아세틸시스테인),Cetyleine Cap. 200mg,조아제약(주),"Cho-a pharm.co.,ltd",아세틸시스테인,"페퍼민트미크론(B-5010),유당수화물,스테아르산마그네슘,상, 하부 연청색의 경질캡슐,옥수수전분",,일반의약품,Acetylcysteine,"다음 질환에서의 객담배출곤란 : 급․만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
199602745,세틸란캡슐200mg(아세틸시스테인),Cetilan Cap.,(주)유영제약,"YooYoung Pharmaceutical Co., Ltd",아세틸시스테인,"스테비올배당체,미결정셀룰로오스,오렌지미크론,유당수화물,아스코르브산,스테아르산마그네슘,탤크,캡슐(상부:녹색,하부:백색)",,일반의약품,Acetylcysteine,"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
201708640,세파셀렌정100마이크로그램(아셀렌산나트륨),Cefaselen 100μg tablet(Sodium selenite),(주)한국팜비오,Pharmbio Korea Inc.,아셀렌산나트륨,"포비돈,백당,스테아르산마그네슘,만니톨",,일반의약품,Sodium Selenite Pentahydrate,영양공급으로 보충될 수 없는 셀레늄 결핍 환자에서 셀레늄 보급
201800115,세파콜과립,,(주)아이월드제약,"i-World Pharm Co., Ltd.",갈근탕엑스(10→1)/아세트아미노펜/아스코르브산/리보플라빈,"유당수화물,콜로이드성이산화규소,옥수수전분",,일반의약품,Galgeuntang Extract (10→1)/Acetaminophen/Ascorbic Acid/Riboflavin,"감기의 제증상(여러 증상)(인후통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
201804692,세파콜에프캡슐,,(주)아이월드제약,"i-World Pharm Co., Ltd.",갈근탕건조엑스[10→1]/아세트아미노펜/아스코르브산/카페인무수물/클로르페니라민말레산염/클로페라스틴염산염/구아이페네신/리보플라빈,"유당수화물,이산화규소,스테아르산마그네슘,탤크,캡슐",,일반의약품,Galgeuntang Dried Extract (10→1)/Acetaminophen/Ascorbic Acid/Anhydrous Caffeine/Chlorpheniramine Maleate/Cloperastine Hydrochloride/Guaifenesin/Riboflavin,"감기의 제증상(여러증상) (콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
202203646,세피덤지엔크림,Sepiderm GN Cream,지엘파마(주),GL Pharma,베타메타손발레레이트/겐타마이신황산염,"프로필렌글리콜,팔미트산세틸,메틸파라벤,프로필파라벤,세탄올,폴리소르베이트60,백색바셀린,경질유동파라핀,소르비탄스테아레이트,정제수",,일반의약품,Betamethasone Valerate/Gentamicin Sulfate,"• 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 • 1도 화상"
200502455,센도스연질캡슐,Cendos Soft Cap.,알파제약(주),"Alpha Pharm. Co., Ltd.",레티놀팔미테이트유/에르고칼시페롤/토코페롤아세테이트/아스코르브산/티아민질산염/리보플라빈/피리독신염산염/감마오리자놀/니코틴아마이드/시아노코발라민/폴산,"콩기름,메틸파라벤,레시친,젤라틴,산화티탄,프로필파라벤,적색40호,D-소르비톨용액,바닐린,농글리세린,청색1호",,일반의약품,Retinol Palmitate Oil/Ergocalciferol/Tocopherol Acetate/Ascorbic Acid/Thiamine Nitrate/Riboflavin/Pyridoxine Hydrochloride/Gamma-Oryzanol/Nicotinamide/Cyanocobalamin/Folic Acid,"- 육체피로,임신, 수유기, 병중. 병후의 체역저하시, 발육기,노년기 - 눈의 건조감의 완화, 야맹증, 뼈. 이의 발육불량,구루병의 예방"
