제품명,효능
음양고카타플라스마,"다음증상의 진통ㆍ소염 : 삠, 타박상, 근육통, 골절통, 관절통, 요통, 어깨결림, 동창"
이가덱스캡슐,"치주[치아주위조직]치료 후 치은염[잇몸염], 경·중등도 치주염의 보조치료"
이가탄에스캅셀(수출용),"치조농루, 치육염(잇몸염)에 의한 제증상(여러증상)(잇몸의 출혈, 부종(부어오름), 발적(충혈되어 붉어짐), 구취)의 완화"
이가탄에프캡슐,"치주치료 후 치은염, 경·중등도 치주염의 보조치료"
"이가탄캡슐(수출명:명인이가탄캡슐,리카타스캡슐)(수출용)",치은염(잇몸염)·치조(이틀)농루에 의한 여러 증상(잇몸의 발적(충혈되어 붉어짐)·부기·출혈·고름 등)의 완화
이너노즈캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
이너베린정,"위통, 복통(배아픔), 산통, 위산과다, 속쓰림"
이너솔연고(퓨시드산나트륨),"○ 유효균종 포도구균, 연쇄구균, 코리네박테륨, 클로스트리듐 ○ 적응증 - 농피증(농가진, 감염성습진양피부염, 심상성여드름(보통여드름), 모낭염, 종기 및 종기증, 화농성한선염, 농가진성습진), 화상ㆍ외상ㆍ봉합창ㆍ식피창에 의한 2차 감염"
이노라민골드정,"- 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시, 노년기"
이노엔비타메진캡슐,"신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 육체피로, 임신·수유기, 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시"
이노콜에이액,"감기의 제증상(여러증상) [콧물, 코막힘, 재채기, 기침, 인후(목구멍)통, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통]의 완화"
이노콜에프정,"감기의 제증상 (콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 근육통, 관절통)의 완화"
이노콜정,"감기의 제증상(여러증상)[인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통]의 완화"
이노콜파워정,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
이누쿨인후스프레이액(포비돈요오드),"구강내(입안) 살균소독, 인두염, 후두염, 구내염(입안염), 발치(이를 뽑음) 후 및 구내(입안) 수술 후 살균소독, 구취(입냄새)증"
이니바실루스산(바실루스리케니포르미스균),"급ㆍ만성 장염, 급ㆍ만성 설사, 급성 이질, 각종 원인에 기인한 장내 이상발효"
이니바실루스캡슐(바실루스리케니포르미스균),"급. 만성장염, 급.만성설사, 급성이질, 각종원인에 기인한 장내 이상발효"
이덴큐캡슐,"치주치료 후 치은염, 경·중등도 치주염의 보조치료"
이덴트플러스캡슐,"치주치료 후 치은염, 경·중등도 치주염의 보조치료"
이든비오틴정5밀리그램(비오틴),비오틴 결핍으로 인한 손·발톱 또는 모발 성장 장애
이든알마게이트정,"다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
이든암브록솔염산염정(암브록솔염산염),"점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
이디셉트액(과산화수소수35%),"의료기구(진료대, 수술대, 의료용 조명기 등)의 소독"
이디아알정,"* 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통 * 오한(춥고 떨리는 증상), 발열시의 해열"
이디아엔정,"* 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통 * 오한(춥고 떨리는 증상), 발열시의 해열"
이로스펜정,"감기의 제증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
이로코딜정,"· 변비 · 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
이로펜시럽(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성관절염, 연조직손상(염좌, 좌상), 비관절 류 마티스질환(건염, 건초염, 활액낭염)"
이모나에프캡슐(수출용),"치은염(잇몸염), 치조(이틀)농루에 의한 여러증상(잇몸의 발적(충혈되어 붉어짐), 부기, 출혈, 고름 등)의 완화"
이모나캡슐,"치주치료 후 치은염, 경·중등도 치주염의 보조치료"
이바나파연고(덱사메타손),다음 질환에 의한 염증의 완화 : 미란(짓무름) 또는 궤양을 수반하는 난치성 구내염(입안염) 및 설염(혀염)
이바내정,"- 육체피로, - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능 · 효과는 다음과 같다. · 다음증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
이바네구강용스프레이(벤지다민염산염),"인후, 구강, 잇몸, 발치전후의 염증치료 및 진통"
이바넨큐액(디클로페낙),"다음 질환에 의한 염증의 완화: ㆍ치은염(잇몸염), 구내염(입안염), 인두염 등의 구강인두의 염증 ㆍ치과 보존치료 또는 발치 후"
이바니싹액(디클로페낙),"다음 질환에 의한 염증의 완화: ㆍ치은염(잇몸염), 구내염(입안염), 인두염 등의 구강인두의 염증 ㆍ치과 보존치료 또는 발치 후"
이바파정,"○ 다음 경우의 비타민 B2, B6, C 보급 - 육체피로, - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능 · 효과는 다음과 같다. ○ 다음 증상의 완화 · 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
이바펜400밀리그람정(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
이바프텐액(벤지다민염산염),"1. 주효능 효과 다음 질환에 의한 염증의 완화 : 치은염, 구내염, 아구창, 발치전ㆍ후, 인두염, 편도염, 방사선요법 및 삽관법 등의 물리적 원인에 의한 구강점막염"
이베다정,"- 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
이베클로크림,재발성 구순포진의 초기 치료
이베탈정(엘시스틴.염산피리독신)(수출명 : Evetal tab.)(수출용),"- 피부과 : 부서지기 쉬운 모발, 손톱·발톱의 성장 및 영양장해 - 안과 : 각막의 상처치료 보조"
이벤디클로액(디클로페낙),"다음 질환에 의한 염증의 완화: ㆍ치은염(잇몸염), 구내염(입안염), 인두염 등의 구강인두의 염증 ㆍ치과 보존치료 또는 발치 후"
이벤락액(디클로페낙),"다음 질환에 의한 염증의 완화: ㆍ치은염(잇몸염), 구내염(입안염), 인두염 등의 구강인두의 염증 ㆍ치과 보존치료 또는 발치 후"
이벤캡슐,"·구각염, 구순염, 구내염, 설염, 습진, 피부염, 옻, 진무름, 여드름 및 피부가 튼 데의 완화 ·피로, 임신·수유기 및 병중·병후의 비타민 B2, B6 보급"
이벤탁연고(트리암시놀론아세토니드),"다음 질환에 의한 염증의 완화 : 만성 박리성 치은염, 미란 또는 궤양을 수반하는 난치성 구내염 및 설염"
이보드람연고,"습진, 땀띠, 피부 가려움, 알레르기 피부질환, 화상, 동상"
이부날시럽(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
이부뉴펜연질캡슐(이부프로펜),"- 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성(어리거나 젊은나이에 나타나는) 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(건선,마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상/멍)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)"
이부로엔에스연질캡슐(이부프로펜),"- 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)"
이부로엔연질캡슐(이부프로펜),"- 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)"
이부서스펜시럽(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
이부센연질캡슐(이부프로펜),"- 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)"
이부스타플라스타(이부프로펜),"다음 질환 및 증상의 진통·소염(항염): 골관절염, 어깨관절주위염, 건.건초염(힘줄염.힘줄윤활막염), 건주위염(힘줄주위염), 상과염(테니스 엘보우 등), 근육통, 외상후의 종창(부기).동통(통증)"
이부쎈에프정(이부프로펜아르기닌),"류마티스 관절염, 골관절염, 배통, 두통, 월경통, 외상후 소염ㆍ진통, 유행성 감기로 인한 발열 및 통증"
이부엑스연질캡슐(이부프로펜),"1. 주효능 효과 - 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) 2. 다음 질환에도 사용할 수 있다. - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)"
이부콜벤연질캡슐400밀리그램(이부프로펜),"1. 주효능 효과 - 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성(어리거나 젊은나이에 나타나는) 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) 2. 다음 질환에도 사용할 수 있다. - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상/멍)), 비관절 류마티스질환[건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염]"
이부콜벤정200밀리그램(이부프로펜),"1. 주효능 효과 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 2. 다음 질환에도 사용할 수 있다. 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)"
이부팝플라스타(이부프로펜),"다음 질환 및 증상의 진통·소염(항염): 골관절염, 어깨관절주위염, 건.건초염(힘줄염.힘줄윤활막염), 건주위염(힘줄주위염), 상과염(테니스 엘보우 등), 근육통, 외상후의 종창(부기).동통(통증)"
이부페노정,"1) 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨결림, 어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통 2) 오한(춥고 떨리는 증상), 발열시의 해열"
이부펜정400mg(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
이부플러스생정,"1) 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨결림, 어깨통증), 타박통, 골절통, 염좌통(삠통증), 월경통(생리통), 외상(상처)통의 진통 2) 오한(춥고 떨리는 증상), 발열시의 해열"
